# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.348776668310165405e-01 1.455846726894378662e-01 3.143450021743774414e-01 1.348776668310165405e-01 1.455846726894378662e-01 3.143450021743774414e-01
1.000000000000000000e+03 4.090417921543121338e-02 1.160332700237631798e-03 5.709717422723770142e-02 4.090417921543121338e-02 1.160332700237631798e-03 5.709717422723770142e-02
2.000000000000000000e+03 2.995906583964824677e-02 3.757420927286148071e-05 4.316379874944686890e-02 2.995906583964824677e-02 3.757420927286148071e-05 4.316379874944686890e-02
3.000000000000000000e+03 1.197917573153972626e-02 4.199038085062056780e-05 1.585066504776477814e-02 1.197917573153972626e-02 4.199038085062056780e-05 1.585066504776477814e-02
4.000000000000000000e+03 5.045865196734666824e-03 1.270335451408755034e-05 4.243331030011177063e-03 5.045865196734666824e-03 1.270335451408755034e-05 4.243331030011177063e-03
5.000000000000000000e+03 3.523227991536259651e-03 1.041226460074540228e-05 2.896627411246299744e-03 3.523227991536259651e-03 1.041226460074540228e-05 2.896627411246299744e-03
6.000000000000000000e+03 2.315636025741696358e-03 6.796554771426599473e-06 1.975631108507514000e-03 2.315636025741696358e-03 6.796554771426599473e-06 1.975631108507514000e-03
7.000000000000000000e+03 1.942205475643277168e-03 5.415286977950017899e-06 1.680072746239602566e-03 1.942205475643277168e-03 5.415286977950017899e-06 1.680072746239602566e-03
8.000000000000000000e+03 1.946176053024828434e-03 7.255697710206732154e-06 1.521651865914463997e-03 1.946176053024828434e-03 7.255697710206732154e-06 1.521651865914463997e-03
9.000000000000000000e+03 1.577689661644399166e-03 3.223103249183623120e-06 1.294107176363468170e-03 1.577689661644399166e-03 3.223103249183623120e-06 1.294107176363468170e-03
1.000000000000000000e+04 1.425477443262934685e-03 2.715948539844248444e-06 1.136996783316135406e-03 1.425477443262934685e-03 2.715948539844248444e-06 1.136996783316135406e-03
1.100000000000000000e+04 1.207368797622621059e-03 9.710424819786567241e-07 1.011728076264262199e-03 1.207368797622621059e-03 9.710424819786567241e-07 1.011728076264262199e-03
1.200000000000000000e+04 1.114899292588233948e-03 3.167591785313561559e-06 9.361751144751906395e-04 1.114899292588233948e-03 3.167591785313561559e-06 9.361751144751906395e-04
1.300000000000000000e+04 1.143624191172420979e-03 3.068871592404320836e-06 8.526426972821354866e-04 1.143624191172420979e-03 3.068871592404320836e-06 8.526426972821354866e-04
1.400000000000000000e+04 1.020135241560637951e-03 2.930855316662928089e-06 8.201915770769119263e-04 1.020135241560637951e-03 2.930855316662928089e-06 8.201915770769119263e-04
1.500000000000000000e+04 1.025362988002598286e-03 8.840245868668716867e-07 7.698027184233069420e-04 1.025362988002598286e-03 8.840245868668716867e-07 7.698027184233069420e-04
1.500000000000000000e+04 1.025362988002598286e-03 8.840245868668716867e-07 7.698027184233069420e-04 1.025362988002598286e-03 8.840245868668716867e-07 7.698027184233069420e-04
1.600000000000000000e+04 3.351122722961008549e-04 1.900555844258633442e-06 2.925317967310547829e-04 1.025362988002598286e-03 8.840245868668716867e-07 7.698027184233069420e-04
1.700000000000000000e+04 1.809482055250555277e-04 7.518218581026303582e-07 1.514086325187236071e-04 1.025362988002598286e-03 8.840245868668716867e-07 7.698027184233069420e-04
1.800000000000000000e+04 1.182928972411900759e-04 3.677074857932893792e-07 8.665554923936724663e-05 1.025362988002598286e-03 8.840245868668716867e-07 7.698027184233069420e-04
1.900000000000000000e+04 7.386013749055564404e-05 4.112817748591623968e-07 6.199294875841587782e-05 1.025362988002598286e-03 8.840245868668716867e-07 7.698027184233069420e-04
2.000000000000000000e+04 5.635047637042589486e-05 1.918829610758621129e-07 4.731539956992492080e-05 1.025362988002598286e-03 8.840245868668716867e-07 7.698027184233069420e-04
2.100000000000000000e+04 4.810922473552636802e-05 3.504933943077048752e-07 3.083012779825367033e-05 1.025362988002598286e-03 8.840245868668716867e-07 7.698027184233069420e-04
2.200000000000000000e+04 3.746149377548135817e-05 1.736384547257330269e-07 1.504483770986553282e-05 1.025362988002598286e-03 8.840245868668716867e-07 7.698027184233069420e-04
2.300000000000000000e+04 2.799011599563527852e-05 1.300411014426572365e-07 8.024953785934485495e-06 1.025362988002598286e-03 8.840245868668716867e-07 7.698027184233069420e-04
2.400000000000000000e+04 2.172726999560836703e-05 1.510598224285786273e-07 4.585197530104778707e-06 1.025362988002598286e-03 8.840245868668716867e-07 7.698027184233069420e-04
2.431500000000000000e+04 2.040803337877150625e-05 9.945217982476606267e-08 3.899599050782853737e-06 2.040803337877150625e-05 9.945217982476606267e-08 3.899599050782853737e-06
